"","dg_d_1","dg_d_2","dg_d_3","dg_v_1","dg_v_2","dg_v_3","ca3_d_1","ca3_d_2","ca3_d_3","ca3_v_1","ca3_v_2","ca3_v_3","ca1_d_1","ca1_d_2","ca1_d_3","ca1_v_1","ca1_v_2","ca1_v_3"
"1700018F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700018L24Rik",0,280,0,84,364,28,84,0,0,0,0,0,0,0,0,0,0,0
"1700018M17Rik",0,0,0,0,0,56,0,0,0,0,112,0,0,0,0,0,0,0
"1700019A02Rik",0,0,0,336,0,112,0,0,0,168,532,224,504,0,0,0,56,0
"1700019B03Rik",0,364,112,560,28,0,112,0,0,56,0,448,0,196,28,0,0,0
"1700019B21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700019D03Rik",5936,5768,1456,5796,3976,6160,5796,5712,4032,21168,16632,10836,1148,2184,1008,5572,1596,4144
"1700019E08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700019E19Rik",0,420,672,140,504,252,252,1008,868,476,952,700,812,1036,840,588,196,952
"1700019G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700019G17Rik",0,0,280,140,532,0,84,0,0,728,28,336,28,392,0,28,112,168
"1700019G24Rik",0,0,0,84,0,504,252,532,0,0,0,0,28,0,392,0,84,0
"1700019L03Rik",0,28,0,1008,0,1064,84,0,0,252,784,140,84,1288,0,28,364,56
"1700019M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700019N12Rik",252,0,0,168,28,0,7336,5684,5096,3080,1204,2520,532,672,476,280,588,308
"1700019N19Rik",0,0,0,0,0,0,0,0,0,84,0,0,0,0,28,0,84,28
"1700019O17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020A23Rik",0,0,0,0,56,0,56,0,0,0,0,0,0,0,0,56,0,0
"1700020C07Rik",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020I14Rik",187012,158956,171164,272356,249088,308812,633220,1025024,858732,565180,612584,1245580,577696,658308,448280,171024,129752,189168
"1700020L24Rik",0,0,0,0,0,0,28,0,0,0,0,140,0,0,0,0,0,0
"1700020N01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020O03Rik",2128,980,3220,8988,4956,7952,6440,7924,7896,11816,14028,15904,9464,16156,9100,7252,2632,5656
"1700021A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700021C14Rik",0,28,0,28,28,224,56,0,0,84,56,308,28,0,728,0,0,0
"1700021F05Rik",7672,5320,4788,4536,6048,4844,5740,7980,5544,10948,11984,16072,10808,15372,12068,3948,2072,3584
"1700021F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700021J08Rik",0,0,0,0,0,0,0,0,0,0,0,56,0,28,0,0,0,0
"1700021K19Rik",2660,3444,4368,6608,6412,8372,15904,14448,17780,23772,20832,19992,22764,18060,28644,12712,6020,9408
"1700021L23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700021N21Rik",0,0,0,0,0,0,0,0,0,0,28,0,0,196,0,0,0,28
"1700021O21Rik",0,0,0,0,0,0,28,0,0,28,84,112,56,196,0,0,0,0
"1700022A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700022I11Rik",0,2436,0,56,980,224,0,0,0,0,0,0,0,84,392,0,0,28
"1700022K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"1700022N22Rik",0,0,0,1260,28,252,476,1204,224,336,420,28,196,812,840,560,168,364
"1700022P22Rik",28,0,0,1708,700,0,84,0,0,112,84,140,0,84,0,0,0,28
"1700023A16Rik",0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
"1700023C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700023E05Rik",0,0,0,0,0,448,280,84,420,364,140,700,168,644,28,0,308,56
"1700023F06Rik",0,28,0,0,0,28,196,0,0,56,0,0,196,0,2996,84,0,0
"1700023H06Rik",196,28,700,196,1568,336,364,448,112,0,56,224,560,504,336,280,112,168
"1700023L04Rik",0,0,0,0,0,0,0,28,196,0,0,0,0,0,0,0,0,0
"1700024B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024G13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024J04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024N20Rik",0,0,0,112,476,112,84,140,28,0,28,0,672,1064,1008,0,28,0
"1700024P03Rik",0,0,0,0,168,112,252,0,0,0,0,252,224,28,3668,0,0,28
"1700024P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024P16Rik",28,420,28,420,84,672,168,1008,364,364,308,140,2240,1484,1204,84,84,84
"1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025E21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
"1700025F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025G04Rik",33208,30128,26096,123816,96432,90468,77028,74928,74928,51716,50400,52808,47404,48832,40208,25592,18004,26992
"1700025K23Rik",560,0,672,1792,1708,1904,2436,1764,3668,1960,3668,3528,2968,2548,1736,392,672,700
"1700025N21Rik",0,0,0,28,28,168,0,0,0,0,224,28,28,336,28,0,0,0
"1700025O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700026D08Rik",0,0,0,1484,0,28,84,28,0,1288,4676,3556,896,392,308,0,28,0
"1700026D11Rik",56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
"1700026J04Rik",0,84,0,1400,1344,224,0,84,756,308,0,476,0,168,56,1372,28,56
"1700026J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700026J14Rik",0,0,224,0,0,84,280,168,0,28,112,84,196,0,0,0,0,336
"1700026L06Rik",0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,28,0
"1700027A07Rik",0,0,448,0,476,0,84,0,0,0,0,0,28,0,84,0,0,84
"1700027A23Rik",0,0,0,224,28,84,0,0,0,448,336,476,0,0,0,0,84,140
"1700027D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028E10Rik",0,0,0,84,112,1204,0,308,0,336,0,112,28,308,28,28,0,0
"1700028I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028J19Rik",0,812,0,28,0,252,1036,672,392,868,140,560,532,1064,224,28,84,532
"1700028K03Rik",2772,504,2072,9604,3388,8820,2268,2828,980,2352,3220,9436,420,1204,4984,2156,924,1428
"1700028N14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028P14Rik",0,56,0,0,112,140,532,112,252,588,784,280,28,0,0,0,0,140
"1700028P15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029F09Rik",392,0,84,560,168,56,980,2408,1484,1036,1568,1148,1764,728,868,476,252,672
"1700029F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029G01Rik",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,112
"1700029H14Rik",0,0,0,56,56,0,28,0,196,0,0,28,56,0,0,0,0,0
"1700029I01Rik",0,0,0,112,0,84,0,280,84,364,28,112,420,448,756,28,0,56
"1700029I15Rik",28,308,672,1148,980,448,280,0,0,112,616,448,896,56,392,252,0,84
"1700029J07Rik",0,0,336,1988,980,1120,112,280,1680,2940,1540,1736,1820,252,336,644,28,280
"1700029J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0
"1700029M20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"1700030A11Rik",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"1700030C10Rik",0,0,0,0,0,1008,28,84,0,0,112,84,0,364,0,0,0,0
"1700030C12Rik",0,0,0,140,0,336,28,0,28,0,0,28,0,0,0,0,0,0
"1700030C14Rik",812,0,0,2520,1512,2380,28,0,0,28,280,0,420,0,308,28,0,28
"1700030F18Rik",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"1700030J22Rik",1092,56,1288,2408,1344,3808,5096,2996,4144,8316,13664,9016,5740,9492,9464,2520,1680,3136
"1700030K09Rik",0,420,728,3864,1204,1008,1036,1680,1176,2520,1904,1316,1904,5208,5516,336,252,364
"1700031A10Rik",0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
"1700031F05Rik",0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031F10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034F02Rik",0,0,0,0,532,28,0,0,28,0,0,420,0,560,0,0,0,84
"1700034H14Rik",1176,28,1708,11256,6720,6300,1904,2520,2184,2492,3668,4144,2688,4088,5152,252,812,756
"1700034H15Rik",336,0,28,1428,476,2576,1456,896,224,644,812,2240,476,728,1288,0,28,252
"1700034I23Rik",476,0,56,756,56,28,28,224,0,0,168,28,448,616,196,280,56,0
"1700034J04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",0,0,420,84,336,1232,0,0,0,56,0,0,0,0,0,84,28,28
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034P13Rik",252,112,308,1064,560,1120,560,476,280,840,924,616,448,1456,1008,84,84,28
"1700036A12Rik",0,0,0,28,0,168,0,28,0,0,0,0,0,0,224,0,252,0
"1700036O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",0,252,448,448,952,476,308,1596,196,896,448,868,56,280,980,84,56,84
"1700037F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037H04Rik",224,1288,3780,2744,1764,6860,3864,5124,3584,8960,9100,13748,23464,25732,11956,8008,4536,4648
"1700039E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039E22Rik",0,616,0,0,0,0,0,0,0,0,0,0,1316,56,336,0,0,0
"1700039M10Rik",0,0,0,280,0,168,0,0,0,0,168,0,0,0,0,0,0,0
"1700040D17Rik",0,0,700,308,308,504,112,644,2268,56,196,196,1008,0,112,28,728,280
"1700040I03Rik",56,1512,364,1428,980,924,728,1092,1092,1120,1400,2632,7644,7868,6076,2884,1540,896
"1700040L02Rik",28,560,0,0,672,0,1344,1176,4816,616,280,252,84,0,168,0,0,84
"1700040N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041G16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"1700041M05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042B14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042O10Rik",0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045I19Rik",0,532,84,28,0,280,308,280,0,448,1736,280,280,532,84,28,364,84
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047A11Rik",0,28,84,280,112,588,112,532,0,420,0,140,84,252,0,140,0,28
"1700047F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G07Rik",28,56,28,896,420,196,224,140,28,252,112,532,224,28,504,56,168,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047K16Rik",0,0,0,420,1064,84,168,0,252,840,84,336,1176,700,1120,84,140,0
"1700048O20Rik",28,0,0,4508,84,3052,1120,980,4060,1904,1960,1932,2576,3332,336,756,980,1008
"1700049E15Rik",0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049G17Rik",2856,1932,2044,7504,7476,9408,3892,6356,7056,6524,7336,7476,9688,6664,7644,1316,1848,4004
"1700049J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0
"1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052N19Rik",1848,3332,4760,5992,13860,11732,10528,10024,12068,8316,9408,10360,9968,12684,10500,1064,4004,3780
"1700054M17Rik",0,140,1204,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"1700054N08Rik",10696,9716,9016,14364,13888,13524,11424,9212,9744,13524,10220,19712,18480,28756,21028,7868,5740,6776
"1700054O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054O19Rik",0,56,168,168,28,224,56,56,0,56,28,84,56,56,168,28,0,28
"1700055D18Rik",0,0,0,784,28,924,588,196,0,700,616,84,840,28,28,224,280,0
"1700055N04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700056E22Rik",0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,28
"1700056N10Rik",532,168,112,364,532,56,560,1428,2128,560,980,1512,560,560,896,728,0,280
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057H21Rik",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"1700057K13Rik",0,28,868,196,0,56,0,0,0,28,0,112,28,308,56,0,0,0
"1700058G18Rik",0,0,0,0,0,0,28,0,0,0,28,56,0,0,112,0,0,0
"1700058P15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060J05Rik",0,784,28,896,868,616,112,224,0,504,196,168,644,364,756,84,0,0
"1700061E18Rik",0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,0,0,336,112,1456,28,336,0,112,224,280,616,2324,0,252,56,140
"1700061H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700062I23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064E03Rik",0,0,28,392,644,1344,0,28,28,168,392,28,0,0,0,0,28,0
"1700064H15Rik",0,0,0,168,0,112,0,28,0,0,28,0,84,168,0,0,0,0
"1700065D16Rik",0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0
"1700065I17Rik",0,0,0,0,0,0,28,0,0,28,0,0,56,0,0,0,0,0
"1700066B19Rik",0,0,0,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0
"1700066J03Rik",0,0,0,56,0,0,0,0,84,0,0,84,0,0,0,0,0,0
"1700066J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",9492,364,728,6048,12348,8764,15036,18564,19712,19236,19124,21252,27272,25172,29036,2352,4564,8344
"1700066O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",0,0,336,252,28,476,1316,196,280,756,28,56,0,84,84,0,28,84
"1700067P10Rik",0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,56
"1700069B07Rik",0,0,28,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,140,0,0,140,0,0,0,0,280,0,0,0
"1700071G01Rik",0,0,0,0,0,0,0,0,0,0,84,0,0,140,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,28,0,140
"1700071M16Rik",0,0,0,0,0,0,140,0,0,140,112,0,0,28,0,0,28,0
"1700072E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik",0,0,0,56,28,56,0,0,0,0,0,168,0,0,0,0,0,28
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080G11Rik",0,0,0,0,0,0,336,1428,476,1596,2352,2436,56,56,56,0,0,196
"1700080N15Rik",1904,0,700,1372,448,4620,448,952,588,1064,672,756,168,1176,728,1400,476,280
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H22Rik",0,0,0,0,0,0,84,84,0,280,0,0,252,84,616,28,140,28
"1700081L11Rik",43428,26236,31528,60900,44268,57064,57680,62664,56812,67872,70000,79464,80948,98728,68208,33404,18228,22792
"1700082M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084C01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084C06Rik",0,0,0,224,0,168,140,0,0,0,0,0,0,0,0,224,0,0
"1700084E18Rik",0,0,0,28,0,0,0,0,56,28,0,56,0,0,0,0,0,0
"1700084J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700085B03Rik",0,0,0,0,0,0,0,0,0,252,0,0,0,28,0,0,0,0
"1700086D15Rik",0,280,0,168,1176,1064,84,112,56,0,0,28,672,448,84,56,252,0
"1700086L19Rik",4928,1652,6468,7812,5880,11760,840,560,392,1456,2548,1960,8316,13216,6020,1176,616,700
"1700086O06Rik",0,0,2604,504,4424,504,336,84,1148,980,168,616,504,1400,28,56,140,308
"1700086P04Rik",0,0,0,28,0,0,0,28,0,56,0,308,0,0,0,0,0,0
"1700087M22Rik",0,0,0,28,0,0,0,448,0,0,28,0,0,0,0,0,0,0
"1700088E04Rik",308,0,0,252,224,28,84,0,28,168,224,140,168,84,0,0,0,0
"1700090G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700091E21Rik",2828,0,336,168,532,308,980,1484,1764,868,1904,2604,1764,1204,924,56,112,196
"1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56
"1700092M07Rik",0,0,0,28,0,56,168,0,0,0,0,196,0,56,0,0,0,0
"1700093J21Rik",28,0,0,0,0,140,0,28,0,56,56,84,0,0,0,0,0,0
"1700093K21Rik",0,0,0,28,0,0,0,0,84,0,0,0,28,0,0,0,0,0
"1700094C10Rik",0,0,0,0,0,0,0,0,0,420,28,0,0,140,0,0,0,0
"1700094D03Rik",784,84,812,1316,728,3248,448,728,1596,588,952,868,1204,1708,1036,840,616,1092
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B22Rik",0,420,4116,840,2240,1988,560,84,0,756,476,420,28,0,0,0,28,84
"1700095J03Rik",0,0,0,0,0,0,0,56,140,280,140,140,0,0,168,0,0,28
"1700095J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,0,0,1092,84,476,56,0,0,0,0,0,560,0,28,84,0,0
"1700099I09Rik",0,28,0,140,280,896,28,0,0,84,28,84,392,28,0,28,0,56
"1700101E01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",0,0,168,560,364,840,700,448,504,420,896,84,1036,280,392,0,56,168
"1700101I19Rik",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,56,0
"1700102P08Rik",2016,56,0,448,196,616,280,0,448,168,140,140,56,224,224,364,308,420
"1700104A03Rik",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700104B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700106J16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700106N22Rik",2996,532,2940,4060,3304,2772,7028,5236,4676,5656,9828,12852,14308,17500,6832,3220,1848,3752
"1700108M19Rik",0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
"1700108N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109F18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,560,0,252,1652,532,0,112,28,112,392,84,168,140,28,308,196,0
"1700109K24Rik",588,4340,1904,4004,4648,4228,1736,1792,4872,3052,3024,2716,3724,5180,5152,2044,140,812
"1700110I01Rik",0,56,56,588,392,392,112,112,56,112,140,112,224,224,168,28,84,0
"1700110K17Rik",0,2856,28,5908,840,2072,280,0,0,28,1624,196,224,924,2604,616,140,84
"1700110M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111E14Rik",1036,1260,532,1456,2352,2072,224,84,728,28,112,224,1316,2660,980,0,84,140
"1700112D23Rik",0,0,0,252,0,308,0,168,1008,112,616,0,560,56,0,0,644,28
"1700112E06Rik",0,0,0,0,0,28,0,0,0,0,0,168,0,0,0,0,0,0
"1700112J05Rik",0,112,0,84,84,252,0,0,0,0,28,0,280,0,0,0,0,0
"1700112J16Rik",1036,0,0,140,2576,924,252,28,224,56,0,196,896,952,504,84,0,0
"1700112K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112M01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"1700113A16Rik",588,0,0,28,224,112,140,168,112,140,196,84,224,56,1204,0,0,0
"1700113H08Rik",0,112,140,0,28,140,56,0,28,0,0,28,0,0,0,0,0,0
"1700116B05Rik",0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
"1700119I11Rik",112,0,0,0,336,0,0,0,196,0,0,0,0,0,0,0,0,0
"1700120B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120E14Rik",0,0,0,168,56,420,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121C08Rik",0,0,0,448,28,616,28,0,0,280,112,0,0,0,0,112,28,56
"1700121F15Rik",0,0,0,140,252,280,0,28,0,28,168,0,84,0,84,28,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122E12Rik",0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,476,0,0
"1700123I01Rik",0,0,0,28,84,28,0,0,0,224,28,0,0,0,28,0,0,0
"1700123K08Rik",0,196,0,28,0,0,0,0,0,0,0,0,28,112,0,0,0,0
"1700123L14Rik",0,280,112,7448,224,1568,1064,532,1176,588,364,140,2268,756,1736,392,392,0
"1700123M08Rik",0,56,0,308,0,280,140,168,224,28,280,140,224,84,84,0,56,140
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",2240,1036,3864,3528,1652,1680,5096,7672,7000,4228,3164,3052,3780,2688,3584,1176,392,1064
"1700125D06Rik",0,0,0,0,0,308,0,0,0,0,0,56,0,0,0,0,0,0
"1700125G02Rik",140,196,28,0,56,84,28,0,0,0,0,0,224,0,0,28,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
"1700125H03Rik",140,28,0,448,812,448,0,0,0,0,0,0,0,0,0,56,84,0
"1700125H20Rik",0,0,0,56,0,112,0,0,0,0,112,0,0,0,0,0,0,0
"1700128E19Rik",0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,28,56,0,0,0,0,28,56,28,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810006K21Rik",3248,3668,224,6412,4396,5180,4284,5096,3416,2268,6328,6804,10108,7280,7084,1708,1736,2268
"1810007I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810008A18Rik",448,616,1204,2380,392,1036,1764,392,3192,2296,3528,2212,3276,2352,1456,1204,1092,1064
"1810008B01Rik",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik",5516,28,504,364,2044,2100,2464,2716,2128,3808,4256,3332,1540,4004,4564,1064,196,924
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810009N23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",420,588,196,1148,3612,28,308,420,1540,0,224,308,392,196,0,0,168,0
"1810010K12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0
"1810012K08Rik",0,0,0,0,0,0,0,56,112,0,0,0,140,0,0,0,84,56
"1810012P15Rik",5152,2128,8960,19964,7028,9380,12684,20804,12208,34972,35840,32872,22232,27664,18928,3528,3920,8260
