"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"4930480E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930486L24Rik",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4930502E18Rik",0,0,0,0,0,1,3,0,0,0,3,0,0,0
"4930503B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930503L19Rik",22,70,23,24,61,21,133,33,0,3,24,6,1,5
"4930504O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930505A04Rik",0,2,0,2,0,0,1,5,0,0,0,0,0,0
"4930507D05Rik",5,0,2,1,0,2,1,4,0,0,0,0,0,0
"4930512M02Rik",4,18,5,10,1,9,26,12,1,0,9,4,0,13
"4930513O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930516K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930518I15Rik",0,5,2,8,2,0,4,3,0,0,0,1,0,0
"4930519G04Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4930519P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930522L14Rik",3,9,3,1,2,2,0,0,0,0,2,3,1,0
"4930523C07Rik",0,0,0,4,0,0,2,0,0,0,0,0,0,0
"4930524B15Rik",0,0,0,0,0,0,12,4,0,0,0,0,0,0
"4930524J08Rik",0,4,0,0,5,0,0,0,0,0,0,0,0,0
"4930524N10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930533K18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930535I16Rik",0,0,0,0,0,0,5,2,0,0,0,0,0,0
"4930538K18Rik",2,10,6,13,8,3,11,11,2,0,8,4,0,0
"4930539E08Rik",21,61,23,8,14,1,52,36,0,0,22,0,0,14
"4930544D05Rik",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930544G11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930546C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930548H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930549C01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930550C14Rik",0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4930550L24Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4930553M12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930555G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930556J24Rik",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4930557A04Rik",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"4930558C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930558K02Rik",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"4930562C15Rik",19,42,13,11,10,15,103,5,0,0,10,11,0,1
"4930563D23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930563I02Rik",0,0,4,0,0,0,0,7,0,0,0,0,0,0
"4930563M21Rik",3,2,0,0,0,0,0,0,0,0,1,0,0,0
"4930564D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930567H17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930568D16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930572O03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930578C19Rik",3,0,1,1,0,0,0,3,0,0,0,0,0,8
"4930578G10Rik",0,11,6,4,0,4,19,8,0,0,0,0,0,0
"4930578I06Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"4930579F01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930579G24Rik",4,7,1,0,0,0,1,11,0,0,7,0,0,0
"4930583I09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930590J08Rik",0,5,4,5,3,0,0,0,0,0,0,0,0,0
"4930595D18Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4930595M18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931400O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931406B18Rik",2,9,6,8,4,2,20,9,0,0,5,10,2,4
"4931406C07Rik",24,91,26,36,52,21,123,97,0,0,31,7,0,18
"4931406P16Rik",80,193,77,87,80,47,166,143,4,13,90,60,0,40
"4931408C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931409K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931414P19Rik",5,26,5,6,5,3,19,6,0,0,4,6,0,0
"4931417E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931422A03Rik",5,5,3,4,2,0,0,0,0,0,13,0,0,0
"4931423N10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931428F04Rik",52,163,56,46,64,42,139,74,4,6,52,26,0,10
"4931428L18Rik",6,20,10,4,0,2,44,3,0,0,6,0,0,0
"4931429L15Rik",0,5,2,0,4,0,7,3,0,0,0,4,0,0
"4931431F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931440F15Rik",5,7,1,2,2,0,4,2,0,0,0,0,0,0
"4932411E22Rik",0,1,1,7,0,11,0,0,0,0,0,0,0,0
"4932411N23Rik",0,3,0,0,0,0,2,0,0,0,0,0,0,0
"4932414N04Rik",0,6,5,1,8,3,23,1,0,4,2,4,0,9
"4932415D10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932429P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4932438A13Rik",365,1070,454,446,247,127,793,432,10,17,212,50,3,107
"4932438H23Rik",0,2,0,2,0,0,5,0,1,0,6,0,0,0
"4932443I19Rik",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"4933400A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402D24Rik",0,11,2,0,0,0,11,0,0,0,6,0,0,4
"4933402E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402N03Rik",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"4933402N22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933402P03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933403O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933405L10Rik",0,4,1,0,3,0,10,7,0,0,0,0,0,0
"4933405O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933406M09Rik",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"4933406P04Rik",1,3,5,1,3,0,2,9,0,0,0,0,0,0
"4933407L21Rik",0,8,1,7,1,7,14,6,0,0,2,16,0,0
"4933408B17Rik",0,20,3,7,1,0,21,8,0,0,0,0,0,0
"4933408J17Rik",0,3,0,0,0,0,2,6,0,0,0,0,0,0
"4933409G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411G06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933411K16Rik",3,0,0,0,0,0,6,0,0,0,0,0,0,0
"4933412E24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933413G19Rik",1,3,1,1,0,0,16,0,0,0,21,4,0,3
"4933414I15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933415A04Rik",1,4,1,2,1,0,17,0,0,0,0,0,0,0
"4933415F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933416C03Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4933417A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933421I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933424G06Rik",4,10,0,3,8,0,1,3,0,0,0,0,0,0
"4933425L06Rik",0,4,1,0,0,0,0,0,0,0,0,0,0,0
"4933427D14Rik",136,316,82,102,82,66,354,195,0,14,123,20,2,25
"4933427I04Rik",3,8,3,8,2,4,2,4,0,0,3,0,0,0
"4933428G20Rik",9,32,5,9,5,3,24,6,2,0,8,5,0,0
"4933428M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4933430I17Rik",1,0,1,0,0,0,9,0,0,0,0,0,0,0
"4933434E20Rik",115,339,87,122,115,68,437,252,3,5,103,42,1,29
"4933436I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031410I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5031414D18Rik",0,2,0,0,0,5,11,5,0,2,8,0,0,0
"5031439G07Rik",304,681,259,281,308,212,1003,526,20,67,474,370,19,188
"5330417C22Rik",118,338,138,155,57,56,557,172,1,4,108,28,1,49
"5330417H12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430401F13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430402E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430403G16Rik",9,20,6,10,10,3,72,34,4,0,14,0,0,11
"5430416O09Rik",3,6,0,2,7,1,1,0,1,3,0,2,0,0
"5430419D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5430427O19Rik",4,10,6,11,0,7,10,14,1,3,18,5,5,1
"5530400C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5530401A14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5730409E04Rik",172,584,203,145,220,148,396,367,5,26,257,87,2,16
"5730455P16Rik",221,612,213,167,167,67,495,289,10,28,139,62,4,45
"5730480H06Rik",10,31,11,16,7,1,35,26,2,0,12,10,1,5
"5730507C01Rik",0,4,6,2,3,1,6,9,0,0,11,3,0,0
"5730508B09Rik",12,8,1,2,9,5,0,11,0,0,5,15,0,0
"5730522E02Rik",1,12,9,2,5,0,8,32,0,0,20,0,0,0
"5730559C18Rik",15,30,5,13,15,1,1,43,1,2,29,11,0,1
"5730596B20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5830411N06Rik",0,0,0,0,0,1,9,0,0,0,0,0,0,0
"5830454E08Rik",0,4,6,0,0,0,10,0,0,0,13,3,0,0
"5830473C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5930422O12Rik",0,1,1,0,0,0,7,0,0,0,1,1,0,9
"6030419C18Rik",327,1247,329,257,538,276,1812,779,24,76,384,249,4,131
"6030445D17Rik",0,5,2,2,0,2,0,0,2,0,5,0,1,0
"6030452D12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6030458C11Rik",95,257,93,86,86,42,178,100,11,2,54,23,4,27
"6030468B19Rik",0,2,2,0,0,6,0,2,0,0,0,0,0,0
"6030469F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6030498E09Rik",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"6330408A02Rik",31,135,34,13,33,7,78,50,0,3,26,0,0,5
"6330409D20Rik",5,0,0,0,0,3,1,3,0,0,5,0,0,0
"6430531B16Rik",6,3,2,2,1,0,9,3,0,0,0,0,0,0
"6430548M08Rik",265,835,209,293,434,335,898,684,30,81,398,252,5,110
"6430550D23Rik",1,8,2,4,11,0,28,19,0,0,7,0,1,0
"6430571L13Rik",8,31,12,4,12,2,6,31,1,0,8,0,2,1
"6430573F11Rik",10,70,11,0,8,4,8,10,1,0,28,15,0,0
"6430628N08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6720489N17Rik",2,26,10,16,3,14,24,13,0,0,22,6,0,0
"6820408C15Rik",5,21,1,4,0,2,14,7,0,0,0,0,1,0
"7420426K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7420461P10Rik",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"7530416G11Rik",2,5,0,1,0,0,0,0,0,0,3,0,0,0
"8030411F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8030423J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8030462N17Rik",100,189,99,54,38,27,143,96,2,0,50,0,0,5
"8030474K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8430408G22Rik",0,10,1,8,5,8,0,5,0,0,0,0,0,0
"9030612E09Rik",3,10,0,10,19,2,17,1,0,0,17,0,1,1
"9030617O03Rik",1,24,3,11,25,12,34,20,0,7,2,15,4,0
"9030624G23Rik",1,15,1,0,3,1,1,9,0,0,2,0,0,0
"9030624J02Rik",110,331,109,104,116,79,395,175,0,14,134,53,1,50
"9130008F23Rik",11,1,2,0,0,3,0,1,0,0,0,0,0,0
"9130011E15Rik",34,125,40,56,44,17,77,100,4,3,15,8,0,2
"9130019O22Rik",6,16,6,2,5,1,30,6,0,0,10,0,0,0
"9130023H24Rik",0,8,6,4,6,0,10,12,2,0,1,8,0,0
"9130204L05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9130213A22Rik",3,1,4,1,2,6,6,0,0,7,5,0,0,4
"9130230L23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9130401M01Rik",54,165,49,32,53,21,222,104,6,2,55,14,2,17
"9130409I23Rik",0,2,1,2,0,0,0,0,0,0,7,0,0,0
"9130409J20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230019H11Rik",0,1,2,1,0,0,0,0,0,0,0,0,0,0
"9230102O04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230104L09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230104M06Rik",0,2,1,0,0,0,0,0,0,0,0,0,0,0
"9230106D20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230109A22Rik",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"9230110C19Rik",25,42,17,23,15,16,66,34,0,5,18,5,0,8
"9230110F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230112D13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9230113P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9330151L19Rik",48,190,53,39,38,28,164,77,5,0,83,10,8,15
"9330159F19Rik",280,688,267,194,187,76,676,312,12,25,210,103,3,18
"9330161L09Rik",3,3,0,0,0,5,6,1,0,0,0,0,0,3
"9330182L06Rik",97,241,75,68,63,20,108,100,6,1,93,6,1,22
"9330182O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9430007A20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9430015G10Rik",34,100,39,37,23,12,85,49,0,2,44,7,2,12
"9430016H08Rik",19,87,44,28,24,25,92,59,0,13,13,12,0,11
"9430020K01Rik",276,965,268,296,140,68,299,493,12,3,165,109,0,24
"9430038I01Rik",3,33,10,18,7,4,26,29,0,0,8,16,0,3
"9430069I07Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9430076C15Rik",0,19,12,16,8,6,45,0,0,16,35,43,1,0
"9430097D07Rik",0,0,1,0,0,0,0,1,0,1,0,0,0,0
"9530002B09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530003J23Rik",0,0,0,0,0,0,8,0,0,0,0,0,0,0
"9530053A07Rik",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"9530068E07Rik",184,465,146,134,108,82,479,295,5,29,196,58,3,20
"9530077C05Rik",0,29,15,12,24,6,62,4,0,0,24,11,0,19
"9630041A04Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9830107B12Rik",0,0,3,0,1,0,1,0,0,0,0,0,0,0
"9930012K11Rik",0,6,1,0,7,0,13,3,0,0,0,0,0,0
"9930021J03Rik",194,424,181,194,101,58,436,285,5,23,144,42,0,95
"9930022D16Rik",0,1,2,0,0,0,0,0,0,0,0,0,0,0
"9930111J21Rik1",10,11,2,7,7,3,20,1,0,0,0,2,0,10
"9930111J21Rik2",144,227,94,99,89,46,480,192,7,21,94,51,3,94
"a",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"A130010J15Rik",13,41,23,24,23,4,25,16,0,0,26,11,1,0
"A130051J06Rik",3,4,0,0,0,0,0,0,0,0,0,0,0,0
"A130057D12Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A1bg",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"A1cf",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A230046K03Rik",94,283,89,94,140,44,350,112,6,7,65,66,0,51
"A230050P20Rik",151,400,135,104,213,103,590,338,8,9,174,38,2,50
"A230065H16Rik",0,0,0,0,0,7,0,0,0,0,0,0,0,0
"A230072I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A26c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2m",0,8,3,0,0,4,2,10,0,1,0,6,0,0
"A330017A19Rik",6,8,7,5,1,0,5,6,0,1,7,0,1,0
"A330070K13Rik",0,0,0,0,16,0,0,4,0,0,0,3,0,0
"A3galt2",0,4,5,3,7,0,11,0,0,0,0,1,0,0
"A430005L14Rik",8,65,9,16,24,24,40,27,0,10,4,3,0,2
"A430033K04Rik",46,129,50,70,41,40,127,109,0,9,33,18,0,0
"A430078G23Rik",22,39,19,6,16,10,60,19,1,0,16,2,1,17
"A430089I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A430105I19Rik",29,46,24,8,29,14,210,28,0,0,27,16,0,22
"A4galt",0,7,1,0,0,1,11,0,0,0,0,0,1,0
"A4gnt",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A530016L24Rik",0,14,1,2,2,0,0,2,0,0,0,0,0,0
"A530032D15Rik",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A530064D06Rik",3,7,0,0,2,1,11,0,0,0,0,0,0,0
"A530084C06Rik",0,4,0,0,0,0,12,0,0,0,0,0,0,0
"A530099J19Rik",0,0,4,3,1,0,5,0,1,0,0,1,0,0
"A630001G21Rik",0,4,5,0,9,4,5,8,0,0,1,3,0,0
"A630010A05Rik",5,20,15,15,9,5,31,7,0,0,13,0,0,0
"A630023A22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A630033H20Rik",0,0,0,3,0,0,11,1,0,0,0,0,0,0
"A630073D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A630076J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A630095E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A630095N17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A730015C16Rik",1,0,0,0,0,0,13,3,0,0,0,0,0,0
"A730017C20Rik",75,260,51,68,59,55,206,193,4,20,68,11,6,9
"A730018C14Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"A730046J19Rik",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"A730049H05Rik",0,1,1,0,6,0,4,0,0,0,0,1,0,0
"A730061H03Rik",2,6,0,1,0,1,5,0,0,0,11,0,0,0
"A730071L15Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"A830005F24Rik",0,0,0,3,4,2,0,0,0,0,0,0,0,0
"A830010M20Rik",169,633,215,176,166,111,872,208,6,15,69,36,2,143
"A830018L16Rik",66,256,92,98,158,60,668,149,1,21,91,31,4,38
"A830031A19Rik",0,7,2,0,7,0,0,2,0,0,0,0,0,0
"A830080D01Rik",2,25,19,19,6,7,67,11,0,0,11,4,0,13
"A930002H24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A930003A15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A930004D18Rik",12,29,7,14,14,8,13,31,0,0,11,12,0,18
"A930009A15Rik",0,0,1,0,1,2,0,1,0,0,0,0,0,0
"A930011G23Rik",39,61,19,13,14,1,48,92,6,0,39,15,0,15
"A930017K11Rik",0,0,0,6,0,0,2,0,0,2,5,0,0,0
"A930018M24Rik",0,2,5,1,0,0,14,0,0,0,0,0,0,0
"A930018P22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A930033H14Rik",2,2,2,7,18,4,0,12,0,0,4,5,0,0
"AA415398",15,37,17,10,12,8,41,22,0,0,14,0,0,0
"AA467197",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA792892",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA986860",7,2,3,4,0,0,24,0,0,0,8,0,0,0
"Aaas",48,44,19,30,36,13,84,93,0,10,27,12,0,39
"Aacs",88,301,70,83,112,72,138,125,1,16,130,62,2,4
"Aadac",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadat",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Aaed1",7,22,9,16,3,7,26,11,0,0,6,4,0,0
"Aagab",147,329,108,81,154,117,608,293,0,9,116,70,0,18
"Aak1",1628,4035,1561,1245,1218,767,2884,1799,44,212,866,610,21,333
"Aamdc",45,116,47,40,62,17,63,122,4,1,59,20,1,6
"Aamp",220,750,261,200,316,152,638,627,39,46,349,96,11,59
"Aanat",2,8,2,2,7,0,4,0,0,0,2,0,0,0
"Aar2",97,258,98,83,117,67,247,141,3,11,87,37,0,30
"Aard",6,2,2,3,3,2,20,9,0,0,0,0,0,0
"Aars",392,1100,405,338,423,265,936,620,20,48,451,147,4,70
"Aars2",98,271,69,73,161,54,273,129,2,8,137,41,3,24
"Aarsd1",102,298,104,90,118,36,204,212,1,14,100,64,2,21
"Aasdh",6,137,41,29,54,13,104,70,0,1,56,10,0,21
"Aasdhppt",61,200,61,61,68,24,153,112,7,13,67,6,0,1
"Aass",8,10,2,18,8,5,13,30,0,0,14,0,0,8
"Aatf",14,81,29,23,10,23,85,17,1,4,27,5,0,2
"Aatk",709,2084,688,735,795,542,1294,1620,32,128,1103,517,24,174
"AB124611",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Abat",296,1087,289,402,554,209,458,738,20,58,456,289,4,90
"Abca1",171,207,112,91,53,29,127,243,4,19,127,40,0,46
"Abca12",0,2,0,0,4,1,2,0,0,0,0,0,0,0
"Abca13",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Abca14",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Abca15",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Abca16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca17",0,18,2,1,3,0,14,11,2,0,0,5,0,0
"Abca2",676,1584,632,725,765,352,1693,980,58,222,1110,702,26,214
"Abca3",235,766,257,246,344,162,637,373,9,33,233,93,3,61
"Abca4",9,10,7,10,4,2,32,4,0,0,6,0,0,4
"Abca5",107,344,116,124,82,28,408,191,3,5,114,26,2,78
"Abca6",3,23,3,2,2,9,10,2,0,0,10,15,4,0
"Abca7",23,178,53,86,131,44,69,155,0,20,121,28,0,7
"Abca8a",11,27,9,19,19,18,43,60,1,4,104,81,1,0
"Abca8b",83,229,80,136,65,57,416,145,9,17,72,21,3,13
"Abca9",18,67,11,23,22,13,29,85,3,2,26,14,0,12
"Abcb10",35,83,23,31,26,31,380,65,2,0,32,12,1,17
"Abcb11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcb1a",15,32,16,32,58,8,51,112,2,3,6,38,0,31
"Abcb1b",15,25,12,26,16,17,60,30,0,4,13,8,0,0
"Abcb4",14,63,13,26,43,11,50,77,1,0,24,26,0,12
"Abcb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcb6",65,116,40,33,30,41,156,67,1,0,28,16,1,21
"Abcb7",120,174,63,61,81,40,265,104,4,1,74,21,1,38
"Abcb8",73,314,98,96,145,59,187,200,3,15,137,44,3,7
"Abcb9",48,193,74,81,92,29,151,95,2,9,53,36,2,8
"Abcc1",82,201,56,85,59,45,105,99,4,11,41,30,0,21
"Abcc10",34,108,27,24,52,25,129,98,3,1,51,11,1,18
"Abcc12",0,0,2,0,0,7,0,0,0,0,0,0,0,0
"Abcc2",0,4,0,1,3,0,23,8,0,0,0,0,0,0
"Abcc3",4,23,5,5,8,2,20,39,2,4,25,6,1,7
"Abcc4",3,48,10,18,44,18,103,49,3,3,15,35,0,6
"Abcc5",377,1194,336,433,428,242,1405,616,14,48,378,105,10,130
"Abcc6",15,11,0,2,9,0,22,0,2,0,3,0,0,0
"Abcc8",128,244,121,149,83,119,725,179,8,11,136,26,2,76
"Abcc9",34,39,10,18,13,3,9,7,4,7,11,5,0,0
"Abcd1",36,98,22,33,41,24,94,56,2,1,18,42,3,1
"Abcd2",35,113,53,37,43,34,293,98,0,11,30,30,1,28
"Abcd3",154,449,141,91,121,92,292,240,7,8,99,90,0,20
"Abcd4",43,95,26,27,71,21,102,47,1,0,65,19,1,6
"Abce1",150,557,167,142,238,88,572,222,11,14,122,65,2,40
"Abcf1",177,485,170,95,218,68,394,296,14,29,162,98,4,27
"Abcf2",179,508,182,174,211,76,433,330,6,7,193,107,3,24
"Abcf3",85,344,141,120,147,77,330,297,4,4,105,68,3,29
"Abcg1",144,393,169,159,125,92,429,315,6,24,236,87,14,35
"Abcg2",23,75,11,15,19,11,80,47,2,2,4,26,2,0
"Abcg3",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Abcg4",186,574,153,142,289,120,385,289,5,23,168,76,6,11
"Abcg5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcg8",0,0,2,0,0,0,2,0,0,0,0,0,0,0
"Abhd10",0,62,17,37,31,21,117,31,1,6,19,8,0,5
"Abhd11",32,122,27,28,43,26,93,118,3,3,64,8,1,1
"Abhd12",671,2391,784,553,822,387,1405,1669,39,82,754,315,20,118
"Abhd12b",0,6,1,1,0,0,8,0,0,0,0,0,0,0
"Abhd13",63,306,101,64,65,45,219,138,5,7,67,15,0,38
"Abhd14a",26,150,46,62,57,22,111,89,0,1,77,37,0,7
"Abhd14b",25,77,23,28,45,24,145,62,4,0,53,5,0,4
"Abhd15",0,1,0,0,0,2,3,15,0,0,0,11,0,2
"Abhd16a",110,391,118,105,242,125,571,156,2,12,196,75,1,40
"Abhd16b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abhd17a",211,796,239,182,323,153,695,994,8,48,256,214,1,18
"Abhd17b",68,193,52,56,98,31,138,60,6,0,104,26,0,1
"Abhd17c",141,443,160,102,96,64,346,298,0,25,168,38,1,27
"Abhd18",39,117,23,44,34,24,66,56,1,2,25,15,0,8
"Abhd2",354,719,265,225,208,114,1251,507,10,7,190,108,4,212
"Abhd3",30,129,35,40,97,59,160,113,5,0,57,69,3,7
"Abhd4",96,216,54,96,96,53,202,321,3,4,182,92,2,23
"Abhd5",22,55,19,28,19,17,49,42,3,0,33,17,3,1
"Abhd6",112,298,99,99,181,62,176,168,8,15,132,60,0,5
"Abhd8",396,1229,319,384,503,300,1031,1589,30,59,475,280,3,107
"Abi1",507,1501,512,370,370,224,1263,791,31,60,355,119,18,89
"Abi2",990,2358,891,686,439,227,1613,1088,26,96,382,173,6,135
"Abi3",0,7,7,10,0,5,19,99,0,0,2,20,0,3
"Abi3bp",0,5,0,2,2,0,2,8,3,0,0,0,0,6
"Abl1",107,417,106,132,117,60,502,236,15,6,211,93,5,88
"Abl2",230,950,412,202,208,147,690,414,7,62,170,138,3,97
"Ablim1",114,190,60,83,218,120,677,246,9,7,73,106,2,44
